fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;type_Red;type_White
8.3;0.14;0.36;8.8;0.026000000000000002;13.0;60.0;0.9956;3.13;0.35;11.05;5;0;1
8.9;0.75;0.14;2.5;0.086;9.0;30.0;0.99824;3.34;0.64;10.5;5;1;0
8.9;0.34;0.32;1.3;0.040999999999999995;12.0;188.0;0.9953;3.17;0.49;9.5;5;0;1
6.6;0.58;0.3;5.1;0.057;30.0;123.0;0.9949;3.24;0.38;9.0;5;0;1
6.1;0.32;0.25;1.8;0.086;5.0;32.0;0.99464;3.36;0.44;10.1;5;1;0
8.2;0.33;0.39;2.5;0.07400000000000001;29.0;48.0;0.9952799999999999;3.32;0.88;12.4;7;1;0
6.3;0.26;0.49;1.5;0.052000000000000005;34.0;134.0;0.9924;2.99;0.61;9.8;6;0;1
8.3;0.2;0.74;4.45;0.044000000000000004;33.0;130.0;0.9924;3.25;0.42;12.2;6;0;1
6.9;0.44;0.27;5.0;0.038;33.0;166.0;0.99124;3.2;0.42;12.2;6;0;1
8.1;0.45;0.34;8.3;0.037000000000000005;33.0;216.0;0.9976;3.31;0.64;9.7;5;0;1
6.9;0.24;0.34;4.7;0.04;43.0;161.0;0.9935;3.2;0.59;10.6;6;0;1
6.5;0.16;0.33;1.0;0.027000000000000003;23.0;75.0;0.9908;3.3;0.39;11.4;7;0;1
6.0;0.16;0.37;1.5;0.025;43.0;117.0;0.9928;3.46;0.51;9.7;6;0;1
6.1;0.21;0.4;1.4;0.066;40.5;165.0;0.9912;3.25;0.59;11.9;6;1;0
6.2;0.25;0.54;7.0;0.046;58.0;176.0;0.99454;3.19;0.7;10.4;5;0;1
7.4;0.16;0.49;1.2;0.055;18.0;150.0;0.9917;3.23;0.47;11.2;6;0;1
7.4;0.2;0.33;1.9;0.035;39.0;138.0;0.991;3.17;0.44;11.7;7;0;1
7.3;0.36;0.34;14.8;0.057;46.0;173.0;0.99751;3.14;0.57;10.2;5;0;1
6.4;0.16;0.25;1.4;0.057;21.0;125.0;0.9909100000000001;3.23;0.44;11.1;7;0;1
7.7;0.38;0.23;10.8;0.03;28.0;95.0;0.99164;2.93;0.41;13.6;6;0;1
6.8;0.19;0.58;14.2;0.038;51.0;164.0;0.9975;3.12;0.48;9.6;6;0;1
5.4;0.205;0.16;12.55;0.051;31.0;115.0;0.99564;3.4;0.38;10.8;6;0;1
6.0;0.29;0.25;1.4;0.033;30.0;114.0;0.9879399999999999;3.08;0.43;13.2;6;0;1
7.3;0.38;0.21;2.0;0.08;7.0;35.0;0.9961;3.33;0.47;9.5;5;1;0
9.0;0.4;0.41;2.0;0.057999999999999996;15.0;40.0;0.9941399999999999;3.22;0.6;12.2;6;1;0
6.9;0.23;0.41;8.0;0.03;30.0;114.0;0.9936799999999999;3.22;0.54;11.0;6;0;1
7.5;0.61;0.2;1.7;0.076;36.0;60.0;0.9949399999999999;3.1;0.4;9.3;5;1;0
10.1;0.31;0.44;2.3;0.08;22.0;46.0;0.9988;3.32;0.67;9.7;6;1;0
7.1;0.34;0.2;6.1;0.063;47.0;164.0;0.9946;3.17;0.42;10.0;5;0;1
8.2;0.23;0.42;1.9;0.069;9.0;17.0;0.9937600000000001;3.21;0.54;12.3;6;1;0
6.9;0.28;0.37;9.1;0.037000000000000005;16.0;76.0;0.9948;3.05;0.54;11.1;5;0;1
6.4;0.29;0.44;3.6;0.19699999999999998;75.0;183.0;0.9942;3.01;0.38;9.1;5;0;1
6.1;0.27;0.31;3.9;0.034;42.0;137.0;0.99218;3.24;0.46;10.9;6;0;1
6.9;0.24;0.4;15.4;0.052000000000000005;81.0;198.0;0.9986;3.2;0.69;9.4;5;0;1
7.3;0.22;0.41;15.4;0.05;55.0;191.0;1.0;3.32;0.59;8.9;6;0;1
7.8;0.26;0.49;3.2;0.027000000000000003;28.0;87.0;0.9919;3.03;0.32;11.3;7;0;1
7.7;0.24;0.3;1.4;0.040999999999999995;15.0;102.0;0.9929;3.26;0.53;10.4;6;0;1
7.3;0.26;0.24;1.7;0.05;10.0;112.0;0.9928600000000001;3.11;0.43;9.9;5;0;1
6.2;0.36;0.14;8.9;0.036000000000000004;38.0;155.0;0.9962200000000001;3.27;0.5;9.4;5;0;1
6.5;0.18;0.26;1.4;0.040999999999999995;40.0;141.0;0.9941;3.34;0.72;9.5;6;0;1
6.4;0.63;0.21;1.6;0.08;12.0;32.0;0.9968899999999999;3.58;0.66;9.8;5;1;0
11.4;0.26;0.44;3.6;0.071;6.0;19.0;0.9986;3.12;0.82;9.3;6;1;0
8.3;0.6;0.13;2.6;0.085;6.0;24.0;0.9984;3.31;0.59;9.2;6;1;0
5.6;0.35;0.4;6.3;0.022000000000000002;23.0;174.0;0.9922;3.54;0.5;11.6;7;0;1
7.8;0.21;0.27;1.2;0.051;20.0;89.0;0.9936;3.06;0.46;9.1;5;0;1
6.2;0.25;0.21;15.55;0.039;28.0;159.0;0.9982;3.48;0.64;9.6;6;0;1
6.6;0.39;0.39;11.9;0.057;51.0;221.0;0.99851;3.26;0.51;8.9;6;0;1
6.9;0.48;0.36;3.5;0.03;31.0;135.0;0.9904;3.14;0.38;12.2;7;0;1
7.9;0.58;0.23;2.3;0.076;23.0;94.0;0.9968600000000001;3.21;0.58;9.5;6;1;0
6.8;0.31;0.32;7.6;0.052000000000000005;35.0;143.0;0.9959;3.14;0.38;9.0;5;0;1
6.0;0.24;0.32;6.3;0.03;34.0;129.0;0.9946;3.52;0.41;10.4;5;0;1
8.0;0.26;0.36;2.0;0.054000000000000006;30.0;121.0;0.992;3.09;0.72;11.6;7;0;1
6.0;0.45;0.65;9.7;0.08;11.0;159.0;0.9956;3.04;0.48;9.4;5;0;1
5.7;0.27;0.16;9.0;0.053;32.0;111.0;0.99474;3.36;0.37;10.4;6;0;1
7.3;0.3;0.22;6.4;0.055999999999999994;44.0;168.0;0.9947;3.13;0.35;10.1;6;0;1
9.0;0.69;0.0;2.4;0.08800000000000001;19.0;38.0;0.9990000000000001;3.35;0.6;9.3;5;1;0
6.6;0.32;0.47;15.6;0.063;27.0;173.0;0.99872;3.18;0.56;9.0;5;0;1
5.9;0.29;0.28;3.2;0.035;16.0;117.0;0.98959;3.26;0.42;12.6;6;0;1
9.2;0.27;0.34;10.5;0.043;49.0;228.0;0.9974;3.04;0.41;10.4;6;0;1
6.8;0.2;0.25;6.2;0.052000000000000005;22.0;106.0;0.9935;3.09;0.54;10.8;5;0;1
6.2;0.25;0.39;1.3;0.051;42.0;135.0;0.9906;3.23;0.4;11.1;6;0;1
6.4;0.26;0.42;9.7;0.044000000000000004;30.0;140.0;0.9962;3.18;0.47;9.1;6;0;1
6.7;0.24;0.37;11.3;0.043;64.0;173.0;0.9963200000000001;3.08;0.53;9.9;6;0;1
5.6;0.18;0.58;1.25;0.034;29.0;129.0;0.9898399999999999;3.51;0.6;12.0;7;0;1
6.6;0.36;0.52;10.1;0.05;29.0;140.0;0.9962799999999999;3.07;0.4;9.4;5;0;1
7.1;0.31;0.38;1.2;0.036000000000000004;10.0;124.0;0.9924;3.14;0.44;9.9;6;0;1
7.0;0.29;0.49;3.8;0.047;37.0;136.0;0.9938;2.95;0.4;9.4;6;0;1
9.0;0.31;0.49;6.9;0.034;26.0;91.0;0.9937;2.99;0.34;11.5;5;0;1
7.6;0.43;0.29;2.1;0.075;19.0;66.0;0.99718;3.4;0.64;9.5;5;1;0
6.8;0.27;0.24;4.6;0.098;36.0;127.0;0.9941200000000001;3.15;0.49;9.6;6;0;1
6.4;0.46;0.08;4.9;0.046;34.0;144.0;0.99445;3.1;0.56;10.0;5;0;1
7.1;0.18;0.32;12.2;0.048;36.0;125.0;0.9967;2.92;0.54;9.4;6;0;1
6.1;0.25;0.3;1.2;0.036000000000000004;42.0;107.0;0.991;3.34;0.56;10.8;7;0;1
6.6;0.735;0.02;7.9;0.122;68.0;124.0;0.9994;3.47;0.53;9.9;5;1;0
5.7;0.45;0.42;1.1;0.051;61.0;197.0;0.9932;3.02;0.4;9.0;5;0;1
6.3;0.41;0.3;3.2;0.03;49.0;164.0;0.9927;3.53;0.79;11.7;7;0;1
5.0;0.24;0.21;2.2;0.039;31.0;100.0;0.99098;3.69;0.62;11.7;6;0;1
7.0;0.31;0.31;9.1;0.036000000000000004;45.0;140.0;0.99216;2.98;0.31;12.0;7;0;1
9.9;0.5;0.24;2.3;0.10300000000000001;6.0;14.0;0.9978;3.34;0.52;10.0;4;1;0
7.4;0.49;0.19;3.0;0.077;16.0;37.0;0.9966;3.37;0.51;10.5;5;1;0
7.5;0.23;0.29;2.6;0.031;24.0;98.0;0.9919399999999999;3.0;0.54;10.9;6;0;1
7.6;0.46;0.11;2.6;0.079;12.0;49.0;0.9968;3.21;0.57;10.0;5;1;0
7.4;0.29;0.25;3.8;0.044000000000000004;30.0;114.0;0.992;3.11;0.4;11.0;6;0;1
7.8;0.23;0.28;4.75;0.042;45.0;166.0;0.9928;2.96;0.4;11.5;5;0;1
6.6;0.2;0.27;10.9;0.038;29.0;130.0;0.9949600000000001;3.11;0.44;10.5;7;0;1
9.4;0.17;0.55;1.6;0.049;14.0;94.0;0.9949;3.02;0.61;10.3;6;0;1
6.0;0.25;0.28;7.7;0.053;37.0;132.0;0.9948899999999999;3.06;0.5;9.4;6;0;1
7.6;0.29;0.58;17.5;0.040999999999999995;51.0;225.0;0.9997;3.16;0.66;9.5;6;0;1
5.9;0.22;0.3;1.3;0.052000000000000005;42.0;86.0;0.99069;3.31;0.47;11.55;6;0;1
7.0;0.24;0.34;3.0;0.035;36.0;102.0;0.9905;3.18;0.43;12.2;6;0;1
6.1;0.32;0.25;1.7;0.034;37.0;136.0;0.992;3.47;0.5;10.8;7;0;1
8.7;0.31;0.73;14.35;0.044000000000000004;27.0;191.0;100.01299999999999;2.96;0.88;8.7;5;0;1
7.0;0.18;0.26;1.4;0.044000000000000004;46.0;89.0;0.99256;3.39;0.48;10.7;7;0;1
5.0;0.61;0.12;1.3;0.009000000000000001;65.0;100.0;0.9874;3.26;0.37;13.5;5;0;1
6.7;0.41;0.43;2.8;0.076;22.0;54.0;0.99572;3.42;1.16;10.6;6;1;0
6.0;0.32;0.3;1.9;0.033;41.0;142.0;0.9891200000000001;3.29;0.42;12.8;7;0;1
7.3;0.35;0.67;8.3;0.053;10.0;100.0;0.9959;3.19;0.5;10.9;5;0;1
7.7;0.35;0.49;8.65;0.033;42.0;186.0;0.9931;3.14;0.38;12.4;8;0;1
8.2;0.345;1.0;18.2;0.047;55.0;205.0;0.99965;2.96;0.43;9.6;5;0;1
9.7;0.31;0.47;1.6;0.062;13.0;33.0;0.9983;3.27;0.66;10.0;6;1;0
6.9;0.18;0.3;2.0;0.038;39.0;190.0;0.9914;3.32;0.37;12.2;6;0;1
12.0;0.28;0.49;1.9;0.07400000000000001;10.0;21.0;0.9976;2.98;0.66;9.9;7;1;0
7.8;0.39;0.26;9.9;0.059000000000000004;33.0;181.0;0.9955;3.04;0.42;10.9;6;0;1
6.7;0.31;0.32;14.5;0.038;6.0;79.0;0.9941200000000001;3.14;0.34;12.5;5;0;1
6.9;0.19;0.35;13.5;0.038;49.0;118.0;0.99546;3.0;0.63;10.7;6;0;1
7.2;0.2;0.22;1.6;0.044000000000000004;17.0;101.0;0.99471;3.37;0.53;10.0;5;0;1
7.1;0.46;0.23;13.7;0.045;44.0;192.0;0.9981;3.11;0.53;9.4;5;0;1
8.8;0.36;0.44;1.9;0.04;9.0;121.0;0.9953;3.19;0.48;9.9;6;0;1
6.3;0.36;0.2;2.0;0.048;48.0;191.0;0.9929;3.17;0.51;9.6;5;0;1
6.9;0.19;0.33;1.6;0.043;63.0;149.0;0.9925;3.44;0.52;10.8;5;0;1
7.6;0.17;0.27;4.6;0.05;23.0;98.0;0.9942200000000001;3.08;0.47;9.5;6;0;1
6.5;0.18;0.31;1.7;0.044000000000000004;30.0;127.0;0.9928;3.49;0.5;10.2;7;0;1
6.9;0.18;0.38;6.5;0.039;20.0;110.0;0.9943;3.1;0.42;10.5;5;0;1
7.2;0.66;0.33;2.5;0.068;34.0;102.0;0.9941399999999999;3.27;0.78;12.8;6;1;0
6.8;0.23;0.31;2.8;0.047;40.0;122.0;0.99126;3.06;0.64;10.9;7;0;1
9.6;0.5;0.36;2.8;0.11599999999999999;26.0;55.0;0.9972200000000001;3.18;0.68;10.9;5;1;0
8.1;0.24;0.38;4.3;0.044000000000000004;49.0;172.0;0.996;3.37;0.74;10.8;6;0;1
7.2;0.31;0.26;7.3;0.05;37.0;157.0;0.99625;3.09;0.43;9.0;5;0;1
9.7;0.14;0.59;1.5;0.049;23.0;142.0;0.9958;2.98;0.62;9.5;5;0;1
5.9;0.435;0.16;6.4;0.031;21.0;134.0;0.99151;3.24;0.46;12.2;6;0;1
9.0;0.38;0.53;2.1;0.102;19.0;76.0;0.9900100000000001;2.93;0.57;12.9;5;0;1
9.0;0.17;0.49;1.0;0.039;46.0;131.0;0.993;3.09;0.51;10.5;7;0;1
7.5;0.25;0.32;8.2;0.024;53.0;209.0;0.9956299999999999;3.12;0.46;10.8;6;0;1
7.1;0.26;0.32;5.9;0.037000000000000005;39.0;97.0;0.9934;3.31;0.4;11.6;6;0;1
6.6;0.41;0.31;1.6;0.042;18.0;101.0;0.99195;3.13;0.41;10.5;5;0;1
5.0;0.44;0.04;18.6;0.039;38.0;128.0;0.9985;3.37;0.57;10.2;6;0;1
6.8;0.63;0.07;2.1;0.08900000000000001;11.0;44.0;0.9953;3.47;0.55;10.4;6;1;0
6.0;0.2;0.32;3.0;0.031;26.0;118.0;0.99134;3.38;0.68;11.2;7;0;1
6.6;0.43;0.24;11.9;0.04;54.0;159.0;0.9962200000000001;3.14;0.54;9.8;6;0;1
6.9;0.41;0.33;10.1;0.043;28.0;152.0;0.9968;3.2;0.52;9.4;5;0;1
6.6;0.12;0.25;1.4;0.039;21.0;131.0;0.9911399999999999;3.2;0.45;11.2;7;0;1
7.5;0.33;0.28;4.9;0.042;21.0;155.0;0.99385;3.36;0.57;10.9;6;0;1
6.2;0.33;0.14;4.8;0.052000000000000005;27.0;128.0;0.99475;3.21;0.48;9.4;5;0;1
7.6;0.36;0.44;8.3;0.255;28.0;142.0;0.9958;3.12;0.43;10.2;6;0;1
7.0;0.16;0.32;8.3;0.045;38.0;126.0;0.9958;3.21;0.34;9.2;5;0;1
6.5;0.38;0.26;5.2;0.042;33.0;112.0;0.99067;3.06;0.5;12.3;7;0;1
7.6;0.42;0.25;3.9;0.10400000000000001;28.0;90.0;0.99784;3.15;0.57;9.1;5;1;0
7.0;0.23;0.4;1.6;0.063;21.0;67.0;0.9952;3.5;0.63;11.1;5;1;0
6.4;0.57;0.14;3.9;0.07;27.0;73.0;0.99669;3.32;0.48;9.2;5;1;0
6.4;0.46;0.22;14.7;0.047;51.0;183.0;0.998275;3.39;0.6;10.5;5;0;1
8.1;0.87;0.0;2.2;0.084;10.0;31.0;0.99656;3.25;0.5;9.8;5;1;0
8.0;0.27;0.33;1.2;0.05;41.0;103.0;0.9900200000000001;3.0;0.45;12.4;6;0;1
8.1;0.53;0.22;2.2;0.078;33.0;89.0;0.9967799999999999;3.26;0.46;9.6;6;1;0
6.8;0.17;0.36;1.4;0.036000000000000004;38.0;108.0;0.99006;3.19;0.66;12.0;6;0;1
6.0;0.21;0.24;12.1;0.05;55.0;164.0;0.997;3.34;0.39;9.4;5;0;1
7.0;0.23;0.33;5.8;0.04;25.0;136.0;0.995;3.19;0.58;9.5;6;0;1
7.8;0.29;0.33;8.75;0.035;33.0;181.0;0.9962;3.11;0.46;10.7;5;0;1
6.6;0.42;0.33;2.8;0.034;15.0;85.0;0.99;3.28;0.51;13.4;6;0;1
6.0;0.555;0.26;4.5;0.053;17.0;126.0;0.9943;3.24;0.46;9.1;5;0;1
9.6;0.68;0.24;2.2;0.087;5.0;28.0;0.9988;3.14;0.6;10.2;5;1;0
5.0;0.33;0.16;1.5;0.049;10.0;97.0;0.9917;3.48;0.44;10.7;6;0;1
7.0;0.57;0.0;2.0;0.19;12.0;45.0;0.9967600000000001;3.31;0.6;9.4;6;1;0
7.4;0.32;0.55;16.6;0.055999999999999994;53.0;238.0;10.017000000000001;2.96;0.58;8.7;6;0;1
6.8;0.28;0.44;11.5;0.04;58.0;223.0;0.9969;3.22;0.56;9.5;5;0;1
6.4;0.32;0.25;5.0;0.055;28.0;138.0;0.9917100000000001;3.27;0.5;12.4;8;0;1
7.3;0.55;0.01;1.8;0.09300000000000001;9.0;15.0;0.9951399999999999;3.35;0.58;11.0;7;1;0
9.9;0.57;0.25;2.0;0.10400000000000001;12.0;89.0;0.9963;3.04;0.9;10.1;5;1;0
6.8;0.36;0.32;1.6;0.039;10.0;124.0;0.9948;3.3;0.67;9.6;5;0;1
8.5;0.24;0.47;15.2;0.057;40.0;234.0;10.005;3.02;0.66;9.0;5;0;1
12.9;0.5;0.55;2.8;0.07200000000000001;7.0;24.0;100.012;3.09;0.68;10.9;6;1;0
7.8;0.645;0.0;5.5;0.086;5.0;18.0;0.9986;3.4;0.55;9.6;6;1;0
6.7;0.35;0.32;9.0;0.032;29.0;113.0;0.9918799999999999;3.13;0.65;12.9;7;0;1
6.9;0.44;0.0;1.4;0.07;32.0;38.0;0.9943799999999999;3.32;0.58;11.4;6;1;0
6.5;0.41;0.22;4.8;0.052000000000000005;49.0;142.0;0.9946;3.14;0.62;9.2;5;0;1
6.6;0.2;0.32;1.1;0.039;25.0;78.0;0.9926;3.39;0.54;10.2;7;0;1
7.5;0.41;0.23;14.8;0.054000000000000006;28.0;174.0;0.99898;3.18;0.49;9.7;5;0;1
7.2;0.22;0.24;1.4;0.040999999999999995;17.0;159.0;0.9919600000000001;3.25;0.53;11.2;6;0;1
7.5;0.38;0.33;9.2;0.043;19.0;116.0;0.99444;3.08;0.42;11.4;6;0;1
7.6;0.25;0.34;1.3;0.055999999999999994;34.0;176.0;0.99434;3.1;0.51;9.5;5;0;1
6.2;0.39;0.43;2.0;0.071;14.0;24.0;0.9942799999999999;3.45;0.87;11.2;7;1;0
7.3;0.49;0.1;2.6;0.068;4.0;14.0;0.9956200000000001;3.3;0.47;10.5;5;1;0
6.9;0.34;0.3;4.7;0.028999999999999998;34.0;148.0;0.99165;3.36;0.49;12.3;7;0;1
7.9;0.49;0.32;1.9;0.08199999999999999;17.0;144.0;0.9968;3.2;0.55;9.5;5;1;0
6.8;0.28;0.36;8.0;0.045;28.0;123.0;0.9928;3.02;0.37;11.4;6;0;1
6.8;0.27;0.49;1.2;0.044000000000000004;35.0;126.0;0.99;3.13;0.48;12.1;7;0;1
7.1;0.59;0.01;2.3;0.08;27.0;43.0;0.9955;3.42;0.58;10.7;6;1;0
6.6;0.425;0.25;2.35;0.034;23.0;87.0;0.99082;3.05;0.41;11.4;6;0;1
5.6;0.31;0.37;1.4;0.07400000000000001;12.0;96.0;0.9954;3.32;0.58;9.2;5;1;0
6.7;0.3;0.29;2.8;0.025;37.0;107.0;0.99159;3.31;0.63;11.3;7;0;1
7.0;0.54;0.0;2.1;0.079;39.0;55.0;0.9956;3.39;0.84;11.4;6;1;0
5.8;0.2;0.34;1.0;0.035;40.0;86.0;0.98993;3.5;0.42;11.7;5;0;1
7.6;0.41;0.14;3.0;0.087;21.0;43.0;0.9964;3.32;0.57;10.5;6;1;0
7.0;0.655;0.16;2.1;0.07400000000000001;8.0;25.0;0.9960600000000001;3.37;0.55;9.7;5;1;0
7.0;0.26;0.59;1.4;0.037000000000000005;40.0;120.0;0.9918;3.34;0.41;11.1;7;0;1
7.3;0.41;0.24;6.8;0.057;41.0;163.0;0.9949;3.2;0.41;9.9;6;0;1
6.6;0.31;0.38;16.05;0.057999999999999996;16.0;165.0;0.9997;3.38;0.6;9.2;5;0;1
6.8;0.3;0.22;6.2;0.06;41.0;190.0;0.9985799999999999;3.18;0.51;9.2;5;0;1
6.5;0.53;0.06;2.0;0.063;29.0;44.0;0.9948899999999999;3.38;0.83;10.3;6;1;0
6.2;0.16;0.34;1.7;0.038;85.0;153.0;0.9909;3.33;0.86;12.0;7;0;1
7.3;0.16;0.35;1.5;0.036000000000000004;29.0;108.0;0.9934200000000001;3.27;0.51;10.2;6;0;1
6.8;0.21;0.31;2.9;0.046;40.0;121.0;0.9913;3.07;0.65;10.9;7;0;1
6.9;0.16;0.3;9.6;0.057;50.0;185.0;0.9978;3.39;0.38;9.6;6;0;1
10.9;0.53;0.49;4.6;0.11800000000000001;10.0;17.0;10.002;3.07;0.56;11.7;6;1;0
6.1;0.37;0.46;12.0;0.042;61.0;210.0;0.997;3.17;0.59;9.7;6;0;1
7.0;0.36;0.3;5.0;0.04;40.0;143.0;0.9917299999999999;3.33;0.42;12.2;7;0;1
11.3;0.36;0.66;2.4;0.12300000000000001;3.0;8.0;0.9964200000000001;3.2;0.53;11.9;6;1;0
7.3;0.52;0.32;2.1;0.07;51.0;70.0;0.99418;3.34;0.82;12.9;6;1;0
6.6;0.56;0.15;10.0;0.037000000000000005;38.0;157.0;0.9964200000000001;3.28;0.52;9.4;5;0;1
8.0;0.25;0.13;17.2;0.036000000000000004;49.0;219.0;0.9996;2.96;0.46;9.7;5;0;1
6.0;0.28;0.29;19.3;0.051;36.0;174.0;0.99911;3.14;0.5;9.0;5;0;1
8.1;0.17;0.44;14.1;0.053;43.0;145.0;10.006;3.28;0.75;8.8;8;0;1
6.5;0.19;0.27;4.9;0.037000000000000005;13.0;101.0;0.9916;3.17;0.41;11.8;6;0;1
6.1;0.55;0.15;9.8;0.031;19.0;125.0;0.9957;3.36;0.47;10.2;6;0;1
5.3;0.21;0.29;0.7;0.027999999999999997;11.0;66.0;0.99215;3.3;0.4;9.8;5;0;1
6.5;0.21;0.28;1.4;0.046;26.0;66.0;0.9919899999999999;3.43;0.48;11.1;6;0;1
7.0;0.25;0.56;2.0;0.035;20.0;95.0;0.9918;3.23;0.53;11.0;6;0;1
9.7;0.66;0.34;2.6;0.094;12.0;88.0;0.9979600000000001;3.26;0.66;10.1;5;1;0
5.0;0.27;0.32;4.5;0.032;58.0;178.0;0.98956;3.45;0.31;12.6;7;0;1
7.0;0.24;0.36;2.8;0.034;22.0;112.0;0.99;3.19;0.38;12.6;8;0;1
6.6;0.14;0.44;1.6;0.042;47.0;140.0;0.993;3.32;0.51;10.2;6;0;1
6.1;0.41;0.24;1.6;0.049;16.0;137.0;0.993;3.32;0.5;10.4;6;0;1
7.7;0.835;0.0;2.6;0.081;6.0;14.0;0.9975;3.3;0.52;9.3;5;1;0
6.8;0.19;0.71;17.5;0.042;21.0;114.0;0.99784;2.85;0.5;9.5;6;0;1
6.4;0.43;0.27;1.1;0.054000000000000006;5.0;110.0;0.9939;3.24;0.52;9.1;4;0;1
6.8;0.37;0.47;11.2;0.071;44.0;136.0;0.9968;2.98;0.88;9.2;5;0;1
5.8;0.13;0.22;12.7;0.057999999999999996;24.0;183.0;0.9956;3.32;0.42;11.7;6;0;1
5.7;0.28;0.28;2.2;0.019;15.0;65.0;0.9902;3.06;0.52;11.2;6;0;1
10.2;0.34;0.48;2.1;0.052000000000000005;5.0;9.0;0.9945799999999999;3.2;0.69;12.1;7;1;0
7.4;0.19;0.31;14.5;0.045;39.0;193.0;0.9986;3.1;0.5;9.2;6;0;1
6.4;0.33;0.24;1.6;0.054000000000000006;25.0;117.0;0.9943;3.36;0.5;9.3;5;0;1
6.4;0.18;0.28;17.05;0.047;53.0;139.0;0.99724;3.25;0.35;10.5;6;0;1
6.6;0.22;0.37;15.4;0.035;62.0;153.0;0.99845;3.02;0.4;9.3;5;0;1
8.1;0.17;0.44;14.1;0.053;43.0;145.0;10.006;3.28;0.75;8.8;8;0;1
5.8;0.18;0.28;1.3;0.034;9.0;94.0;0.99092;3.21;0.52;11.2;6;0;1
7.3;0.26;0.53;12.7;0.047;60.5;156.0;0.9984;3.06;0.45;9.1;6;0;1
6.4;0.26;0.43;12.6;0.033;64.0;230.0;0.9974;3.08;0.38;8.9;5;0;1
6.0;0.19;0.29;1.2;0.046;29.0;92.0;0.9903299999999999;3.22;0.53;11.3;6;0;1
7.1;0.29;0.34;7.8;0.036000000000000004;49.0;128.0;0.99397;3.21;0.4;10.7;6;0;1
7.1;0.44;0.37;2.7;0.040999999999999995;35.0;128.0;0.9896;3.07;0.43;13.5;7;0;1
7.0;0.32;0.31;6.4;0.031;38.0;115.0;0.99235;3.38;0.58;12.2;7;0;1
7.7;0.16;0.41;1.7;0.048;60.0;173.0;0.9932;3.24;0.66;11.2;7;0;1
6.6;0.16;0.3;1.6;0.034;15.0;78.0;0.992;3.38;0.44;11.2;6;0;1
8.8;0.31;0.4;2.8;0.109;7.0;16.0;0.9961399999999999;3.31;0.79;11.8;7;1;0
15.0;0.21;0.44;2.2;0.075;10.0;24.0;100.005;3.07;0.84;9.2;7;1;0
6.3;0.4;0.32;10.6;0.049;38.0;209.0;0.9981;3.47;0.59;9.3;6;0;1
8.3;0.3;0.36;10.0;0.042;33.0;169.0;0.9982;3.23;0.51;9.3;6;0;1
10.4;0.26;0.48;1.9;0.066;6.0;10.0;0.99724;3.33;0.87;10.9;6;1;0
7.2;0.33;0.28;1.4;0.034;26.0;109.0;0.99246;3.28;0.57;10.6;6;0;1
7.8;0.27;0.28;1.8;0.05;21.0;127.0;0.9934;3.15;0.44;9.9;5;0;1
10.9;0.37;0.58;4.0;0.071;17.0;65.0;0.99935;3.22;0.78;10.1;5;1;0
7.6;0.19;0.37;13.1;0.033;52.0;151.0;0.99726;3.18;0.79;10.4;6;0;1
5.7;0.41;0.21;1.9;0.048;30.0;112.0;0.9913799999999999;3.29;0.55;11.2;6;0;1
6.7;0.34;0.43;1.6;0.040999999999999995;29.0;114.0;0.9901399999999999;3.23;0.44;12.6;6;0;1
6.6;0.34;0.25;4.8;0.038;16.0;121.0;0.99198;3.36;0.71;12.6;6;0;1
7.5;0.28;0.39;10.2;0.045;59.0;209.0;0.9972;3.16;0.63;9.6;6;0;1
6.6;0.32;0.26;7.7;0.054000000000000006;56.0;209.0;0.9961;3.17;0.45;8.8;5;0;1
5.9;0.19;0.21;1.7;0.045;57.0;135.0;0.99341;3.32;0.44;9.5;5;1;0
5.8;0.28;0.66;9.1;0.039;26.0;159.0;0.9965;3.66;0.55;10.8;5;0;1
